Created by PLY version 3.11 (http://www.dabeaz.com/ply)

Unused terminals:

    COMMENT

Grammar

Rule 0     S' -> program
    -               shift and go to state 78


state 135

    (56) relational_expr -> expr NOTEQUALS expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               reduce using rule 56 (relational_expr -> expr NOTEQUALS expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 136

    (57) relational_expr -> expr LOWEREQUAL expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               reduce using rule 57 (relational_expr -> expr LOWEREQUAL expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 137

    (58) relational_expr -> expr < expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               reduce using rule 58 (relational_expr -> expr < expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 138

    (59) relational_expr -> expr > expr .
    (46) expr -> expr . + term
    (47) expr -> expr . - term

    )               reduce using rule 59 (relational_expr -> expr > expr .)
    +               shift and go to state 77
    -               shift and go to state 78


state 139

    (21) for_instruction -> FOR ID = ID : . ID instructions_block
    (22) for_instruction -> FOR ID = ID : . ID instruction

    ID              shift and go to state 151


state 140

    (19) for_instruction -> FOR ID = INTNUM : . ID instructions_block
    (20) for_instruction -> FOR ID = INTNUM : . ID instruction

    ID              shift and go to state 152


state 141

    (23) while_instruction -> WHILE ( relational_expr ) instructions_block .
    (14) instruction -> instructions_block .

  ! reduce/reduce conflict for ELSE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for ID resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for IF resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for FOR resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for WHILE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for PRINT resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for BREAK resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for CONTINUE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for RETURN resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for { resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for $end resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for } resolved using rule 14 (instruction -> instructions_block .)
    ELSE            reduce using rule 14 (instruction -> instructions_block .)
    ID              reduce using rule 14 (instruction -> instructions_block .)
    IF              reduce using rule 14 (instruction -> instructions_block .)
    FOR             reduce using rule 14 (instruction -> instructions_block .)
    WHILE           reduce using rule 14 (instruction -> instructions_block .)
    PRINT           reduce using rule 14 (instruction -> instructions_block .)
    BREAK           reduce using rule 14 (instruction -> instructions_block .)
    CONTINUE        reduce using rule 14 (instruction -> instructions_block .)
    RETURN          reduce using rule 14 (instruction -> instructions_block .)
    {               reduce using rule 14 (instruction -> instructions_block .)
    $end            reduce using rule 14 (instruction -> instructions_block .)
    }               reduce using rule 14 (instruction -> instructions_block .)

  ! ID              [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! IF              [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! FOR             [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! WHILE           [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! PRINT           [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! BREAK           [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! CONTINUE        [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! RETURN          [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! {               [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! $end            [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! }               [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]
  ! ELSE            [ reduce using rule 23 (while_instruction -> WHILE ( relational_expr ) instructions_block .) ]


state 142

    (24) while_instruction -> WHILE ( relational_expr ) instruction .

    ID              reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    IF              reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    FOR             reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    WHILE           reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    PRINT           reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    BREAK           reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    CONTINUE        reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    RETURN          reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    {               reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    $end            reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    }               reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)
    ELSE            reduce using rule 24 (while_instruction -> WHILE ( relational_expr ) instruction .)


state 143

    (65) outerlist -> outerlist ; innerlist .
    (67) innerlist -> innerlist . , elem

    ]               reduce using rule 65 (outerlist -> outerlist ; innerlist .)
    ;               reduce using rule 65 (outerlist -> outerlist ; innerlist .)
    ,               shift and go to state 123


state 144

    (67) innerlist -> innerlist , elem .

    ,               reduce using rule 67 (innerlist -> innerlist , elem .)
    ]               reduce using rule 67 (innerlist -> innerlist , elem .)
    ;               reduce using rule 67 (innerlist -> innerlist , elem .)


state 145

    (62) matrix -> ONES ( INTNUM ) .

    ;               reduce using rule 62 (matrix -> ONES ( INTNUM ) .)
    DOTMUL          reduce using rule 62 (matrix -> ONES ( INTNUM ) .)
    DOTDIV          reduce using rule 62 (matrix -> ONES ( INTNUM ) .)
    DOTADD          reduce using rule 62 (matrix -> ONES ( INTNUM ) .)
    DOTSUB          reduce using rule 62 (matrix -> ONES ( INTNUM ) .)
    )               reduce using rule 62 (matrix -> ONES ( INTNUM ) .)


state 146

    (63) matrix -> ZEROS ( INTNUM ) .

    ;               reduce using rule 63 (matrix -> ZEROS ( INTNUM ) .)
    DOTMUL          reduce using rule 63 (matrix -> ZEROS ( INTNUM ) .)
    DOTDIV          reduce using rule 63 (matrix -> ZEROS ( INTNUM ) .)
    DOTADD          reduce using rule 63 (matrix -> ZEROS ( INTNUM ) .)
    DOTSUB          reduce using rule 63 (matrix -> ZEROS ( INTNUM ) .)
    )               reduce using rule 63 (matrix -> ZEROS ( INTNUM ) .)


state 147

    (64) matrix -> EYE ( INTNUM ) .

    ;               reduce using rule 64 (matrix -> EYE ( INTNUM ) .)
    DOTMUL          reduce using rule 64 (matrix -> EYE ( INTNUM ) .)
    DOTDIV          reduce using rule 64 (matrix -> EYE ( INTNUM ) .)
    DOTADD          reduce using rule 64 (matrix -> EYE ( INTNUM ) .)
    DOTSUB          reduce using rule 64 (matrix -> EYE ( INTNUM ) .)
    )               reduce using rule 64 (matrix -> EYE ( INTNUM ) .)


state 148

    (60) MID -> ID [ INTNUM , INTNUM ] .

    =               reduce using rule 60 (MID -> ID [ INTNUM , INTNUM ] .)


state 149

    (17) if_instruction -> IF ( relational_expr ) instructions_block ELSE . instruction
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (4) instructions_block -> . { instructions }
    (60) MID -> . ID [ INTNUM , INTNUM ]

    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21
    {               shift and go to state 22

    instructions_block             shift and go to state 12
    instruction                    shift and go to state 153
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    MID                            shift and go to state 14

state 150

    (18) if_instruction -> IF ( relational_expr ) instruction ELSE . instruction
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (4) instructions_block -> . { instructions }
    (60) MID -> . ID [ INTNUM , INTNUM ]

    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21
    {               shift and go to state 22

    instruction                    shift and go to state 154
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    instructions_block             shift and go to state 12
    MID                            shift and go to state 14

state 151

    (21) for_instruction -> FOR ID = ID : ID . instructions_block
    (22) for_instruction -> FOR ID = ID : ID . instruction
    (4) instructions_block -> . { instructions }
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (60) MID -> . ID [ INTNUM , INTNUM ]

    {               shift and go to state 22
    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21

    instructions_block             shift and go to state 155
    instruction                    shift and go to state 156
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    MID                            shift and go to state 14

state 152

    (19) for_instruction -> FOR ID = INTNUM : ID . instructions_block
    (20) for_instruction -> FOR ID = INTNUM : ID . instruction
    (4) instructions_block -> . { instructions }
    (7) instruction -> . assignment ;
    (8) instruction -> . if_instruction
    (9) instruction -> . for_instruction
    (10) instruction -> . while_instruction
    (11) instruction -> . print_instruction
    (12) instruction -> . loop_instruction
    (13) instruction -> . return_instruction
    (14) instruction -> . instructions_block
    (33) assignment -> . ID = token
    (34) assignment -> . MID = elem
    (35) assignment -> . ID ADDASSIGN token
    (36) assignment -> . ID SUBASSIGN token
    (37) assignment -> . ID MULASSIGN token
    (38) assignment -> . ID DIVASSIGN token
    (15) if_instruction -> . IF ( relational_expr ) instructions_block
    (16) if_instruction -> . IF ( relational_expr ) instruction
    (17) if_instruction -> . IF ( relational_expr ) instructions_block ELSE instruction
    (18) if_instruction -> . IF ( relational_expr ) instruction ELSE instruction
    (19) for_instruction -> . FOR ID = INTNUM : ID instructions_block
    (20) for_instruction -> . FOR ID = INTNUM : ID instruction
    (21) for_instruction -> . FOR ID = ID : ID instructions_block
    (22) for_instruction -> . FOR ID = ID : ID instruction
    (23) while_instruction -> . WHILE ( relational_expr ) instructions_block
    (24) while_instruction -> . WHILE ( relational_expr ) instruction
    (28) print_instruction -> . PRINT print_list ;
    (25) loop_instruction -> . BREAK ;
    (26) loop_instruction -> . CONTINUE ;
    (27) return_instruction -> . RETURN expr ;
    (60) MID -> . ID [ INTNUM , INTNUM ]

    {               shift and go to state 22
    ID              shift and go to state 13
    IF              shift and go to state 15
    FOR             shift and go to state 16
    WHILE           shift and go to state 17
    PRINT           shift and go to state 18
    BREAK           shift and go to state 19
    CONTINUE        shift and go to state 20
    RETURN          shift and go to state 21

    instructions_block             shift and go to state 157
    instruction                    shift and go to state 158
    assignment                     shift and go to state 5
    if_instruction                 shift and go to state 6
    for_instruction                shift and go to state 7
    while_instruction              shift and go to state 8
    print_instruction              shift and go to state 9
    loop_instruction               shift and go to state 10
    return_instruction             shift and go to state 11
    MID                            shift and go to state 14

state 153

    (17) if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .

    ID              reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    IF              reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    FOR             reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    WHILE           reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    PRINT           reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    BREAK           reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    CONTINUE        reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    RETURN          reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    {               reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    $end            reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    }               reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)
    ELSE            reduce using rule 17 (if_instruction -> IF ( relational_expr ) instructions_block ELSE instruction .)


state 154

    (18) if_instruction -> IF ( relational_expr ) instruction ELSE instruction .

    ID              reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    IF              reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    FOR             reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    WHILE           reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    PRINT           reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    BREAK           reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    CONTINUE        reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    RETURN          reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    {               reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    $end            reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    }               reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)
    ELSE            reduce using rule 18 (if_instruction -> IF ( relational_expr ) instruction ELSE instruction .)


state 155

    (21) for_instruction -> FOR ID = ID : ID instructions_block .
    (14) instruction -> instructions_block .

  ! reduce/reduce conflict for ELSE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for ID resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for IF resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for FOR resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for WHILE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for PRINT resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for BREAK resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for CONTINUE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for RETURN resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for { resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for $end resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for } resolved using rule 14 (instruction -> instructions_block .)
    ELSE            reduce using rule 14 (instruction -> instructions_block .)
    ID              reduce using rule 14 (instruction -> instructions_block .)
    IF              reduce using rule 14 (instruction -> instructions_block .)
    FOR             reduce using rule 14 (instruction -> instructions_block .)
    WHILE           reduce using rule 14 (instruction -> instructions_block .)
    PRINT           reduce using rule 14 (instruction -> instructions_block .)
    BREAK           reduce using rule 14 (instruction -> instructions_block .)
    CONTINUE        reduce using rule 14 (instruction -> instructions_block .)
    RETURN          reduce using rule 14 (instruction -> instructions_block .)
    {               reduce using rule 14 (instruction -> instructions_block .)
    $end            reduce using rule 14 (instruction -> instructions_block .)
    }               reduce using rule 14 (instruction -> instructions_block .)

  ! ID              [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! IF              [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! FOR             [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! WHILE           [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! PRINT           [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! BREAK           [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! CONTINUE        [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! RETURN          [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! {               [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! $end            [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! }               [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]
  ! ELSE            [ reduce using rule 21 (for_instruction -> FOR ID = ID : ID instructions_block .) ]


state 156

    (22) for_instruction -> FOR ID = ID : ID instruction .

    ID              reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    IF              reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    FOR             reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    WHILE           reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    PRINT           reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    BREAK           reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    CONTINUE        reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    RETURN          reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    {               reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    $end            reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    }               reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)
    ELSE            reduce using rule 22 (for_instruction -> FOR ID = ID : ID instruction .)


state 157

    (19) for_instruction -> FOR ID = INTNUM : ID instructions_block .
    (14) instruction -> instructions_block .

  ! reduce/reduce conflict for ELSE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for ID resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for IF resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for FOR resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for WHILE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for PRINT resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for BREAK resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for CONTINUE resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for RETURN resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for { resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for $end resolved using rule 14 (instruction -> instructions_block .)
  ! reduce/reduce conflict for } resolved using rule 14 (instruction -> instructions_block .)
    ELSE            reduce using rule 14 (instruction -> instructions_block .)
    ID              reduce using rule 14 (instruction -> instructions_block .)
    IF              reduce using rule 14 (instruction -> instructions_block .)
    FOR             reduce using rule 14 (instruction -> instructions_block .)
    WHILE           reduce using rule 14 (instruction -> instructions_block .)
    PRINT           reduce using rule 14 (instruction -> instructions_block .)
    BREAK           reduce using rule 14 (instruction -> instructions_block .)
    CONTINUE        reduce using rule 14 (instruction -> instructions_block .)
    RETURN          reduce using rule 14 (instruction -> instructions_block .)
    {               reduce using rule 14 (instruction -> instructions_block .)
    $end            reduce using rule 14 (instruction -> instructions_block .)
    }               reduce using rule 14 (instruction -> instructions_block .)

  ! ID              [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! IF              [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! FOR             [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! WHILE           [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! PRINT           [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! BREAK           [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! CONTINUE        [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! RETURN          [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! {               [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! $end            [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! }               [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]
  ! ELSE            [ reduce using rule 19 (for_instruction -> FOR ID = INTNUM : ID instructions_block .) ]


state 158

    (20) for_instruction -> FOR ID = INTNUM : ID instruction .

    ID              reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    IF              reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    FOR             reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    WHILE           reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    PRINT           reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    BREAK           reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    CONTINUE        reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    RETURN          reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    {               reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    $end            reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    }               reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)
    ELSE            reduce using rule 20 (for_instruction -> FOR ID = INTNUM : ID instruction .)

WARNING: 
WARNING: Conflicts:
WARNING: 
WARNING: shift/reduce conflict for ELSE in state 131 resolved as shift
WARNING: shift/reduce conflict for ELSE in state 131 resolved as shift
WARNING: shift/reduce conflict for ELSE in state 132 resolved as shift
WARNING: reduce/reduce conflict in state 49 resolved using rule (token -> ID)
WARNING: rejected rule (matrix_factor -> ID) in state 49
WARNING: reduce/reduce conflict in state 49 resolved using rule (token -> ID)
WARNING: rejected rule (elem -> ID) in state 49
WARNING: reduce/reduce conflict in state 51 resolved using rule (token -> INTNUM)
WARNING: rejected rule (elem -> INTNUM) in state 51
WARNING: reduce/reduce conflict in state 52 resolved using rule (token -> FLONUM)
WARNING: rejected rule (elem -> FLONUM) in state 52
WARNING: reduce/reduce conflict in state 53 resolved using rule (token -> matrix)
WARNING: rejected rule (matrix_factor -> matrix) in state 53
WARNING: reduce/reduce conflict in state 93 resolved using rule (elem -> ID)
WARNING: rejected rule (matrix_factor -> ID) in state 93
WARNING: reduce/reduce conflict in state 131 resolved using rule (instruction -> instructions_block)
WARNING: rejected rule (if_instruction -> IF ( relational_expr ) instructions_block) in state 131
WARNING: reduce/reduce conflict in state 141 resolved using rule (instruction -> instructions_block)
WARNING: rejected rule (while_instruction -> WHILE ( relational_expr ) instructions_block) in state 141
WARNING: reduce/reduce conflict in state 155 resolved using rule (instruction -> instructions_block)
WARNING: rejected rule (for_instruction -> FOR ID = ID : ID instructions_block) in state 155
WARNING: reduce/reduce conflict in state 157 resolved using rule (instruction -> instructions_block)
WARNING: rejected rule (for_instruction -> FOR ID = INTNUM : ID instructions_block) in state 157
WARNING: Rule (if_instruction -> IF ( relational_expr ) instructions_block) is never reduced
WARNING: Rule (while_instruction -> WHILE ( relational_expr ) instructions_block) is never reduced
WARNING: Rule (for_instruction -> FOR ID = ID : ID instructions_block) is never reduced
WARNING: Rule (for_instruction -> FOR ID = INTNUM : ID instructions_block) is never reduced
